20210614 12:00,4234200,4235900,4231100,4231500,3098146
20210614 13:00,4231700,4235200,4231000,4233250,2501996
20210614 14:00,4233300,4235900,4231600,4235400,3466940
20210614 15:00,4235400,4252900,4234200,4252600,13429185
20210615 09:00,4254600,4254600,4245600,4246900,3634550
20210615 10:00,4247000,4247900,4240100,4240500,5164087
20210615 11:00,4240400,4243500,4235450,4239300,4638844
20210615 12:00,4239400,4244900,4239200,4242200,5351262
20210615 13:00,4242300,4247400,4239400,4246600,3295638
20210615 14:00,4246700,4250100,4244200,4247600,4533198
20210615 15:00,4247600,4249600,4240300,4244800,17045199
20210616 09:00,4246100,4248400,4241300,4243300,3397546
20210616 10:00,4243200,4245750,4240500,4242000,4370678
20210616 11:00,4242100,4245700,4241050,4242300,3180859
20210616 12:00,4242350,4243300,4232350,4235100,5451008
20210616 13:00,4235100,4236200,4226000,4231200,4634439
20210616 14:00,4231200,4231200,4199500,4216800,31576681
20210616 15:00,4216600,4235900,4214300,4221100,24468555
20210617 09:00,4216200,4229000,4216100,4218000,6967558
20210617 10:00,4218300,4229300,4211000,4218900,15268460
20210617 11:00,4218800,4226200,4211800,4212800,9457703
20210617 12:00,4212900,4214100,4193250,4211200,11133154
20210617 13:00,4211300,4226200,4210750,4221900,10171438
20210617 14:00,4221800,4223600,4216400,4218000,8082904
20210617 15:00,4218150,4230000,4215900,4219700,15855906
20210618 09:00,4171600,4178200,4162900,4172600,13096266
20210618 10:00,4172200,4174500,4158500,4162100,15995252
20210618 11:00,4161900,4168900,4155900,4167500,22260130
20210618 12:00,4167500,4172600,4163100,4167200,6978568
20210618 13:00,4167100,4172400,4160700,4166400,7146837
20210618 14:00,4166300,4171300,4157250,4158600,6203035
20210618 15:00,4158600,4169400,4147100,4149200,24030909
20210621 09:00,4168500,4180300,4159400,4178500,8836177
20210621 10:00,4178800,4202600,4178100,4200290,12578073
20210621 11:00,4200400,4203900,4196750,4201700,7729182
20210621 12:00,4201900,4203400,4198300,4198800,5707948
20210621 13:00,4198900,4209800,4198100,4207550,7927432
20210621 14:00,4207600,4209050,4203600,4206500,5648831
20210621 15:00,4206500,4210600,4203200,4208600,17473258
